3,104.662,0,0,-2639,0,868,0.560442,72,1,-0.547182
3,104.662,1,0,1355,0,513,0.572578,-16,1,0.572564
3,104.662,2,0,1979,0,954,0.567548,-59,1,-0.58325
3,104.662,3,0,-2403,0,1011,0.555433,-7,1,0.546396
3,104.672,0,0,-2639,0,878,0.560442,73,1,-0.545926
3,104.672,1,0,1355,0,595,0.572578,-17,1,0.571307
3,104.672,2,0,1979,0,663,0.567548,-59,1,-0.58325
3,104.672,3,0,-2403,0,1034,0.555433,-6,1,0.547652
3,104.682,0,0,-2639,0,916,0.560442,73,1,-0.545926
3,104.682,1,0,1355,0,513,0.572578,-17,1,0.571307
3,104.682,2,0,1979,0,657,0.567548,-59,1,-0.58325
3,104.682,3,0,-2403,0,1052,0.555433,-6,1,0.547652
3,104.692,0,0,-2639,0,897,0.560442,73,1,-0.545926
3,104.692,1,0,1355,0,489,0.572578,-17,1,0.571307
3,104.692,2,0,1979,0,746,0.567548,-59,1,-0.58325
3,104.692,3,0,-2403,0,1067,0.555433,-6,1,0.547652
3,104.702,0,0,-2639,0,897,0.560442,73,1,-0.545926
3,104.702,1,0,1355,0,545,0.572578,-17,1,0.571307
3,104.702,2,0,1979,0,742,0.567548,-59,1,-0.58325
3,104.702,3,0,-2403,0,1058,0.555433,-6,1,0.547652
3,104.712,0,0,-2639,0,891,0.560442,73,1,-0.545926
3,104.712,1,0,1355,0,539,0.572578,-17,1,0.571307
3,104.712,2,0,1979,0,743,0.567548,-59,1,-0.58325
3,104.712,3,0,-2403,0,1059,0.555433,-6,1,0.547652
3,104.722,0,0,-2639,0,897,0.560442,73,1,-0.545926
3,104.722,1,0,1355,0,517,0.572578,-17,1,0.571307
3,104.722,2,0,1979,0,737,0.567548,-59,1,-0.58325
3,104.722,3,0,-2403,0,1064,0.555433,-6,1,0.547652
3,104.732,0,0,-2639,0,902,0.560442,73,1,-0.545926
3,104.732,1,0,1355,0,517,0.572578,-17,1,0.571307
3,104.732,2,0,1979,0,723,0.567548,-59,1,-0.58325
3,104.732,3,0,-2403,0,1062,0.555433,-6,1,0.547652
3,104.742,0,0,-2639,0,897,0.560442,73,1,-0.545926
3,104.742,1,0,1355,0,511,0.572578,-17,1,0.571307
3,104.742,2,0,1979,0,729,0.567548,-59,1,-0.58325
3,104.742,3,0,-2403,0,1064,0.555433,-6,1,0.547652
3,104.752,0,0,-2639,0,898,0.560442,73,1,-0.545926
3,104.752,1,0,1355,0,519,0.572578,-17,1,0.571307
3,104.752,2,0,1979,0,726,0.567548,-59,1,-0.58325
3,104.752,3,0,-2403,0,1061,0.555433,-6,1,0.547652
3,104.762,0,0,-2639,0,900,0.560442,73,1,-0.545926
3,104.762,1,0,1355,0,517,0.572578,-17,1,0.571307
3,104.762,2,0,1979,0,729,0.567548,-59,1,-0.58325
3,104.762,3,0,-2403,0,1062,0.555433,-6,1,0.547652
3,104.772,0,0,-2639,0,898,0.560442,73,1,-0.545926
3,104.772,1,0,1355,0,517,0.572578,-17,1,0.571307
3,104.772,2,0,1979,0,727,0.567548,-59,1,-0.58325
3,104.772,3,0,-2403,0,1061,0.555433,-6,1,0.547652
3,104.782,0,0,-2639,0,897,0.560442,73,1,-0.545926
3,104.782,1,0,1355,0,518,0.572578,-17,1,0.571307
3,104.782,2,0,1979,0,729,0.567548,-59,1,-0.58325
3,104.782,3,0,-2403,0,1057,0.555433,-6,1,0.547652
3,104.792,0,0,-2639,0,897,0.560442,73,1,-0.545926
3,104.792,1,0,1355,0,516,0.572578,-17,1,0.571307
3,104.792,2,0,1979,0,728,0.567548,-59,1,-0.58325
3,104.792,3,0,-2403,0,1058,0.555433,-6,1,0.547652
3,104.802,0,0,-2639,0,893,0.560442,73,1,-0.545926
3,104.802,1,0,1355,0,518,0.572578,-17,1,0.571307
3,104.802,2,0,1979,0,728,0.567548,-59,1,-0.58325
3,104.802,3,0,-2403,0,1058,0.555433,-6,1,0.547652
3,104.812,0,0,-2639,0,894,0.560442,73,1,-0.545926
3,104.812,1,0,1355,0,519,0.572578,-17,1,0.571307
3,104.812,2,0,1979,0,727,0.567548,-59,1,-0.58325
3,104.812,3,0,-2403,0,1056,0.555433,-6,1,0.547652
3,104.822,0,0,-2639,0,893,0.560442,73,1,-0.545926
3,104.822,1,0,1355,0,518,0.572578,-17,1,0.571307
3,104.822,2,0,1979,0,728,0.567548,-59,1,-0.58325
3,104.822,3,0,-2403,0,1058,0.555433,-6,1,0.547652
3,104.832,0,0,-2639,0,892,0.560442,73,1,-0.545926
3,104.832,1,0,1355,0,518,0.572578,-17,1,0.571307
3,104.832,2,0,1979,0,728,0.567548,-59,1,-0.58325
3,104.832,3,0,-2403,0,1054,0.555433,-6,1,0.547652
3,104.842,0,0,-2639,0,893,0.560442,73,1,-0.545926
3,104.842,1,0,1355,0,517,0.572578,-17,1,0.571307
3,104.842,2,0,1979,0,727,0.567548,-59,1,-0.58325
3,104.842,3,0,-2403,0,1060,0.555433,-6,1,0.547652
3,104.852,0,0,-2639,0,893,0.560442,73,1,-0.545926
3,104.852,1,0,1355,0,518,0.572578,-17,1,0.571307
3,104.852,2,0,1979,0,728,0.567548,-59,1,-0.58325
3,104.852,3,0,-2403,0,1066,0.555433,-6,1,0.547652
3,104.862,0,0,-2639,0,893,0.560442,73,1,-0.545926
3,104.862,1,0,1355,0,519,0.572578,-17,1,0.571307
3,104.862,2,0,1979,0,728,0.567548,-59,1,-0.58325
3,104.862,3,0,-2403,0,1066,0.555433,-6,1,0.547652
3,104.872,0,0,-2639,0,897,0.560442,73,1,-0.545926
3,104.872,1,0,1355,0,517,0.572578,-17,1,0.571307
3,104.872,2,0,1979,0,727,0.567548,-59,1,-0.58325
3,104.872,3,0,-2403,0,1058,0.555433,-6,1,0.547652
3,104.882,0,0,-2639,0,893,0.560442,73,1,-0.545926
3,104.882,1,0,1355,0,517,0.572578,-17,1,0.571307
3,104.882,2,0,1979,0,728,0.567548,-59,1,-0.58325
3,104.882,3,0,-2403,0,1058,0.555433,-6,1,0.547652
3,104.892,0,0,-2639,0,893,0.560442,73,1,-0.545926
3,104.892,1,0,1355,0,518,0.572578,-17,1,0.571307
3,104.892,2,0,1979,0,727,0.567548,-59,1,-0.58325
3,104.892,3,0,-2403,0,1065,0.555433,-6,1,0.547652
3,104.902,0,0,-2639,0,893,0.560442,73,1,-0.545926
3,104.902,1,0,1355,0,517,0.572578,-17,1,0.571307
3,104.902,2,0,1979,0,728,0.567548,-59,1,-0.58325
3,104.902,3,0,-2403,0,1063,0.555433,-6,1,0.547652
3,104.912,0,0,-2639,0,894,0.560442,73,1,-0.545926
3,104.912,1,0,1355,0,518,0.572578,-17,1,0.571307
3,104.912,2,0,1979,0,728,0.567548,-59,1,-0.58325
3,104.912,3,0,-2403,0,1061,0.555433,-6,1,0.547652
3,104.922,0,0,-2639,0,896,0.560442,73,1,-0.545926
3,104.922,1,0,1355,0,517,0.572578,-17,1,0.571307
