3,398.838,0,0,-618,0,495,0.680574,25.0513,9,1,-0.55926
3,398.838,1,0,-1058,0,183,0.626594,12.2522,9,1,0.391259
3,398.838,2,0,382,0,421,0.444291,13.2227,105,1,-0.562845
3,398.838,3,2,742,0,779,0.524119,24.0091,-1,1,0.764974
3,398.848,0,0,-615,0,464,0.680606,23.7679,9,1,-0.55926
3,398.848,1,0,-1055,0,165,0.626626,11.5196,9,1,0.391259
3,398.848,2,0,385,0,379,0.444323,11.5595,105,1,-0.562845
3,398.848,3,2,742,0,772,0.524119,23.727,-1,1,0.764974
3,398.858,0,0,-611,0,425,0.68065,22.1533,9,1,-0.55926
3,398.858,1,0,-1051,0,139,0.626669,10.4614,9,1,0.391259
3,398.858,2,0,389,0,322,0.444367,9.3023,105,1,-0.562845
3,398.858,3,2,742,0,777,0.524119,23.9285,-1,1,0.764974
3,398.868,0,0,-608,0,416,0.680682,21.7807,9,1,-0.55926
3,398.868,1,0,-1048,0,125,0.626702,9.8916,9,1,0.391259
3,398.868,2,0,392,0,300,0.444399,8.4311,105,1,-0.562845
3,398.868,3,2,742,0,763,0.524119,23.3643,-1,1,0.764974
3,398.878,0,0,-606,0,405,0.680704,21.3253,9,1,-0.55926
3,398.878,1,0,-1045,0,116,0.626734,9.5253,8,1,0.390002
3,398.878,2,0,395,0,291,0.444432,8.0747,105,1,-0.562845
3,398.878,3,2,742,0,768,0.524119,23.5658,-1,1,0.764974
3,398.887,0,0,-602,0,390,0.680747,20.7043,9,1,-0.55926
3,398.888,1,0,-1042,0,112,0.626767,9.3625,8,1,0.390002
3,398.888,2,0,398,0,269,0.444464,7.2035,105,1,-0.562845
3,398.888,3,2,742,0,771,0.524119,23.6867,-1,1,0.764974
3,398.897,0,0,-599,0,377,0.680779,20.1661,9,1,-0.55926
3,398.898,1,0,-1039,0,112,0.626799,9.3625,7,1,0.388745
3,398.898,2,0,401,0,256,0.444496,6.6887,105,1,-0.562845
3,398.898,3,2,742,0,771,0.524119,23.6867,-1,1,0.764974
3,398.907,0,0,-596,0,367,0.680812,19.7521,9,1,-0.55926
3,398.907,1,0,-1036,0,112,0.626832,9.3625,7,1,0.388745
3,398.907,2,0,404,0,240,0.444529,6.0551,105,1,-0.562845
3,398.908,3,2,742,0,772,0.524119,23.727,-1,1,0.764974
3,398.917,0,0,-593,0,365,0.680844,19.6693,9,1,-0.55926
3,398.918,1,0,-1033,0,112,0.626864,9.3625,7,1,0.388745
3,398.918,2,0,407,0,229,0.444561,5.6195,105,1,-0.562845
3,398.918,3,2,742,0,772,0.524119,23.727,-1,1,0.764974
3,398.927,0,0,-590,0,345,0.680877,18.8413,8,1,-0.560516
3,398.928,1,0,-1030,0,111,0.626896,9.3218,6,1,0.387489
3,398.928,2,0,410,0,204,0.444594,4.6295,105,1,-0.562845
3,398.928,3,2,742,0,771,0.524119,23.6867,-1,1,0.764974
3,398.938,0,0,-587,0,336,0.680909,18.4687,8,1,-0.560516
3,398.938,1,0,-1027,0,111,0.626929,9.3218,6,1,0.387489
3,398.938,2,0,413,0,190,0.444626,4.0751,105,1,-0.562845
3,398.938,3,2,742,0,771,0.524119,23.6867,-1,1,0.764974
3,398.947,0,0,-584,0,324,0.680941,17.9719,8,1,-0.560516
3,398.948,1,0,-1024,0,111,0.626961,9.3218,5,1,0.386232
3,398.948,2,0,416,0,184,0.444658,3.8375,105,1,-0.562845
3,398.948,3,2,742,0,765,0.524119,23.4449,-1,1,0.764974
3,398.957,0,0,-581,0,317,0.680974,17.6821,8,1,-0.560516
3,398.957,1,0,-1021,0,111,0.626994,9.3218,5,1,0.386232
3,398.957,2,0,419,0,171,0.444691,3.3227,105,1,-0.562845
3,398.957,3,2,742,0,760,0.524119,23.2434,-1,1,0.764974
3,398.968,0,0,-577,0,310,0.681017,17.3923,8,1,-0.560516
3,398.968,1,0,-1017,0,112,0.627037,9.3625,4,1,0.384975
3,398.968,2,0,423,0,160,0.444734,2.8871,105,1,-0.562845
3,398.968,3,2,740,0,774,0.524098,23.8076,-1,1,0.764974
3,398.978,0,0,-574,0,296,0.681049,16.8127,8,1,-0.560516
3,398.978,1,0,-1014,0,112,0.627069,9.3625,4,1,0.384975
3,398.978,2,0,426,0,155,0.444766,2.6891,105,1,-0.562845
3,398.978,3,2,740,0,767,0.524098,23.5255,-1,1,0.764974
3,398.988,0,0,-571,0,290,0.681082,16.5643,8,1,-0.560516
3,398.988,1,0,-1011,0,111,0.627102,9.3218,4,1,0.384975
3,398.988,2,0,429,0,150,0.444799,2.4911,105,1,-0.562845
3,398.988,3,2,740,0,767,0.524098,23.5255,-1,1,0.764974
3,398.997,0,0,-568,0,287,0.681114,16.4401,7,1,-0.561773
3,398.997,1,0,-1008,0,111,0.627134,9.3218,3,1,0.383719
3,398.997,2,0,432,0,145,0.444831,2.2931,105,1,-0.562845
3,398.997,3,2,738,0,780,0.524076,24.0494,-1,1,0.764974
3,399.007,0,0,-565,0,282,0.681147,16.2331,7,1,-0.561773
3,399.008,1,0,-1005,0,111,0.627166,9.3218,3,1,0.383719
3,399.008,2,0,435,0,145,0.444864,2.2931,105,1,-0.562845
3,399.008,3,2,738,0,767,0.524076,23.5255,-1,1,0.764974
3,399.018,0,0,-562,0,281,0.681179,16.1917,7,1,-0.561773
3,399.018,1,0,-1002,0,112,0.627199,9.3625,3,1,0.383719
3,399.018,2,0,438,0,141,0.444896,2.1347,104,1,-0.564102
3,399.018,3,2,737,0,779,0.524065,24.0091,-1,1,0.764974
3,399.027,0,0,-559,0,284,0.681211,16.3159,7,1,-0.561773
3,399.027,1,0,-999,0,111,0.627231,9.3218,3,1,0.383719
3,399.027,2,0,441,0,142,0.444928,2.1743,104,1,-0.564102
3,399.027,3,2,737,0,783,0.524065,24.1703,-1,1,0.764974
3,399.037,0,0,-556,0,283,0.681244,16.2745,7,1,-0.561773
3,399.038,1,0,-996,0,111,0.627264,9.3218,3,1,0.383719
3,399.038,2,0,444,0,142,0.444961,2.1743,104,1,-0.564102
3,399.038,3,2,737,0,786,0.524065,24.2912,-1,1,0.764974
3,399.047,0,0,-553,0,284,0.681276,16.3159,7,1,-0.561773
3,399.048,1,0,-993,0,111,0.627296,9.3218,3,1,0.383719
3,399.048,2,0,447,0,141,0.444993,2.1347,104,1,-0.564102
3,399.048,3,2,737,0,791,0.524065,24.4927,-1,1,0.764974
3,399.057,0,0,-550,0,283,0.681309,16.2745,7,1,-0.561773
3,399.057,1,0,-990,0,112,0.627328,9.3625,3,1,0.383719
3,399.057,2,0,450,0,141,0.445026,2.1347,104,1,-0.564102
3,399.057,3,2,737,0,787,0.524065,24.3315,-1,1,0.764974
3,399.067,0,0,-547,0,282,0.681341,16.2331,7,1,-0.561773
3,399.068,1,0,-987,0,111,0.627361,9.3218,3,1,0.383719
3,399.068,2,0,453,0,141,0.445058,2.1347,104,1,-0.564102
3,399.068,3,2,737,0,787,0.524065,24.3315,-1,1,0.764974
3,399.078,0,0,-544,0,281,0.681373,16.1917,7,1,-0.561773
3,399.078,1,0,-984,0,112,0.627393,9.3625,3,1,0.383719
3,399.078,2,0,456,0,142,0.44509,2.1743,104,1,-0.564102
